trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
416,False,"{'a': 0.5, 'e': 0.9147126730733223}",35,0,-310.4219439575377,"{0: 20, 1: 4, 2: 3, 3: 2, 4: 6}",0
417,False,"{'a': 0.5, 'e': 0.914308110939416}",25,14,-41.58484481119637,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
418,False,"{'a': 0.5, 'e': 0.913902634497475}",25,0,-86.74117844664025,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
419,False,"{'a': 0.5, 'e': 0.9134962441529757}",25,0,-129.61084327518063,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
420,False,"{'a': 0.5, 'e': 0.9130889403123083}",30,0,-109.14213807877675,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
421,False,"{'a': 0.5, 'e': 0.9126807233827766}",20,0,-45.92776952427059,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
422,False,"{'a': 0.5, 'e': 0.9122715937725977}",20,0,-70.69408952234627,"{0: 12, 1: 6, 2: 1, 3: 0, 4: 1}",0
423,False,"{'a': 0.5, 'e': 0.911861551890901}",20,0,-176.9612229529697,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
424,False,"{'a': 0.5, 'e': 0.9114505981477284}",30,0,-242.4109362535215,"{0: 14, 1: 5, 2: 5, 3: 3, 4: 3}",0
425,False,"{'a': 0.5, 'e': 0.9110387329540337}",30,22,14.903274529497404,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.9106259567216819}",20,10,-55.86811337560141,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
427,False,"{'a': 0.5, 'e': 0.9102122698634492}",25,0,-190.42382414210905,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
428,False,"{'a': 0.5, 'e': 0.9097976727930226}",25,0,-149.75952556802181,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
429,False,"{'a': 0.5, 'e': 0.9093821659249989}",20,0,-97.8768247883206,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
430,False,"{'a': 0.5, 'e': 0.9089657496748851}",25,0,-82.01869640567271,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
431,False,"{'a': 0.5, 'e': 0.9085484244590974}",25,0,-48.25030016293928,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",0
432,False,"{'a': 0.5, 'e': 0.9081301906949609}",35,0,-95.40244465843423,"{0: 23, 1: 7, 2: 4, 3: 0, 4: 1}",0
433,False,"{'a': 0.5, 'e': 0.9077110488007095}",20,1,-28.070409513719106,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.9072909991954848}",30,0,-88.17915645430026,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
435,False,"{'a': 0.5, 'e': 0.9068700422993367}",25,0,-107.28034740311331,"{0: 15, 1: 0, 2: 9, 3: 0, 4: 1}",0
436,False,"{'a': 0.5, 'e': 0.9064481785332217}",25,0,-32.449197612999804,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
437,False,"{'a': 0.5, 'e': 0.9060254083190037}",25,0,-42.30699559546076,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
438,False,"{'a': 0.5, 'e': 0.9056017320794529}",25,0,-133.1860897418179,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
439,False,"{'a': 0.5, 'e': 0.9051771502382456}",25,0,-42.51774554446061,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
440,False,"{'a': 0.5, 'e': 0.9047516632199634}",20,14,-3.0937192943767604,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.9043252714500934}",25,0,-89.15016612344638,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
442,False,"{'a': 0.5, 'e': 0.9038979753550274}",25,0,-170.40281782786107,"{0: 13, 1: 1, 2: 8, 3: 1, 4: 2}",0
443,False,"{'a': 0.5, 'e': 0.9034697753620612}",25,3,-155.91030446555496,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 3}",1
444,False,"{'a': 0.5, 'e': 0.903040671899395}",20,0,-102.35125732940456,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
445,False,"{'a': 0.5, 'e': 0.9026106653961321}",20,8,-46.093303428440635,"{0: 6, 1: 3, 2: 2, 3: 1, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.9021797562822791}",25,0,-36.37915413614816,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
447,False,"{'a': 0.5, 'e': 0.901747944988745}",25,0,-152.14487602221632,"{0: 12, 1: 4, 2: 6, 3: 2, 4: 1}",0
448,False,"{'a': 0.5, 'e': 0.9013152319473411}",20,11,-25.80522824431369,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.9008816175907802}",25,3,-93.68609270512536,"{0: 12, 1: 4, 2: 5, 3: 0, 4: 1}",1
450,False,"{'a': 0.5, 'e': 0.9004471023526769}",20,0,-111.42054859889397,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
451,False,"{'a': 0.5, 'e': 0.9000116866675463}",20,0,-112.22593613817058,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
452,False,"{'a': 0.5, 'e': 0.899575370970804}",25,0,-87.27638881113084,"{0: 13, 1: 3, 2: 9, 3: 0, 4: 0}",0
453,False,"{'a': 0.5, 'e': 0.8991381556987657}",25,0,-119.65345844766463,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
454,False,"{'a': 0.5, 'e': 0.8987000412886466}",20,11,-32.29022070364832,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
455,False,"{'a': 0.5, 'e': 0.8982610281785611}",30,0,-206.97537608396652,"{0: 14, 1: 6, 2: 7, 3: 0, 4: 3}",0
456,False,"{'a': 0.5, 'e': 0.8978211168075223}",25,0,-60.65379138769052,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
457,False,"{'a': 0.5, 'e': 0.8973803076154415}",20,0,-70.49585665655307,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
458,False,"{'a': 0.5, 'e': 0.896938601043128}",30,0,-126.80048754814568,"{0: 20, 1: 4, 2: 3, 3: 1, 4: 2}",0
459,False,"{'a': 0.5, 'e': 0.8964959975322879}",20,0,-130.7083179922786,"{0: 11, 1: 2, 2: 3, 3: 3, 4: 1}",0
460,False,"{'a': 0.5, 'e': 0.8960524975255252}",25,0,-96.85996624921522,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
461,False,"{'a': 0.5, 'e': 0.8956081014663396}",20,0,-179.00254343658926,"{0: 6, 1: 4, 2: 8, 3: 0, 4: 2}",0
462,False,"{'a': 0.5, 'e': 0.8951628097991272}",20,0,-64.58028414036545,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
463,False,"{'a': 0.5, 'e': 0.8947166229691795}",20,4,-112.17955928296315,"{0: 8, 1: 3, 2: 3, 3: 0, 4: 2}",1
464,False,"{'a': 0.5, 'e': 0.8942695414226836}",25,0,-161.76861851936278,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 3}",0
465,False,"{'a': 0.5, 'e': 0.8938215656067205}",25,13,-53.938358453798436,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
466,False,"{'a': 0.5, 'e': 0.8933726959692665}",25,0,-63.24430162121803,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
467,False,"{'a': 0.5, 'e': 0.8929229329591909}",25,0,-159.2524520483362,"{0: 15, 1: 4, 2: 2, 3: 1, 4: 3}",0
468,False,"{'a': 0.5, 'e': 0.8924722770262568}",30,20,-6.212670840132522,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.89202072862112}",25,0,-109.05255947290101,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
470,False,"{'a': 0.5, 'e': 0.891568288195329}",20,15,2.4296989202981853,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.891114956201324}",20,0,-7.490705236008992,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
472,False,"{'a': 0.5, 'e': 0.890660733092437}",30,0,-95.62148562712014,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
473,False,"{'a': 0.5, 'e': 0.8902056193228912}",20,8,-107.25184519911446,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 2}",1
474,False,"{'a': 0.5, 'e': 0.8897496153478003}",20,0,-89.1287688405308,"{0: 11, 1: 0, 2: 8, 3: 1, 4: 0}",0
475,False,"{'a': 0.5, 'e': 0.8892927216231682}",25,0,-177.3336908052939,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
476,False,"{'a': 0.5, 'e': 0.8888349386058886}",20,0,-97.1869228350633,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
477,False,"{'a': 0.5, 'e': 0.8883762667537444}",20,0,-50.47016816672514,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
478,False,"{'a': 0.5, 'e': 0.8879167065254074}",25,10,-82.75003313275468,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 1}",1
479,False,"{'a': 0.5, 'e': 0.8874562583804381}",25,0,-16.921565820471017,"{0: 17, 1: 7, 2: 1, 3: 0, 4: 0}",0
480,False,"{'a': 0.5, 'e': 0.8869949227792842}",20,0,-93.61908561053875,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
481,False,"{'a': 0.5, 'e': 0.8865327001832815}",20,3,-69.43091265492637,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
482,False,"{'a': 0.5, 'e': 0.8860695910546524}",25,0,-58.64141236001777,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
483,False,"{'a': 0.5, 'e': 0.8856055958565062}",20,0,-141.47288767445593,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
484,False,"{'a': 0.5, 'e': 0.8851407150528379}",20,0,-50.21970499328592,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
485,False,"{'a': 0.5, 'e': 0.8846749491085283}",20,9,9.60522596905997,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.8842082984893433}",20,0,-85.5622304413681,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
487,False,"{'a': 0.5, 'e': 0.8837407636619335}",35,0,-120.16087980128582,"{0: 25, 1: 3, 2: 5, 3: 0, 4: 2}",0
488,False,"{'a': 0.5, 'e': 0.8832723450938338}",20,0,-22.259990325870408,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
489,False,"{'a': 0.5, 'e': 0.8828030432534625}",25,5,-54.53614730067035,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
490,False,"{'a': 0.5, 'e': 0.8823328586101215}",20,0,-76.87192917588187,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
491,False,"{'a': 0.5, 'e': 0.8818617916339955}",25,0,-79.04733304795673,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
492,False,"{'a': 0.5, 'e': 0.8813898427961513}",20,0,-145.42583322999755,"{0: 11, 1: 3, 2: 2, 3: 2, 4: 2}",0
493,False,"{'a': 0.5, 'e': 0.8809170125685377}",30,0,-60.423658417532735,"{0: 19, 1: 5, 2: 6, 3: 0, 4: 0}",0
494,False,"{'a': 0.5, 'e': 0.880443301423985}",25,0,-157.52989912641928,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
495,False,"{'a': 0.5, 'e': 0.8799687098362042}",30,0,-73.66683381778631,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 0}",0
496,False,"{'a': 0.5, 'e': 0.879493238279787}",25,0,-158.9078197832619,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
497,False,"{'a': 0.5, 'e': 0.8790168872302047}",20,0,-103.73126856024149,"{0: 8, 1: 2, 2: 10, 3: 0, 4: 0}",0
498,False,"{'a': 0.5, 'e': 0.8785396571638084}",25,0,-87.98776099652541,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
499,False,"{'a': 0.5, 'e': 0.8780615485578283}",30,0,-11.762616300912017,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
500,False,"{'a': 0.5, 'e': 0.8775825618903728}",35,0,-192.98103067899066,"{0: 21, 1: 2, 2: 7, 3: 3, 4: 2}",0
501,False,"{'a': 0.5, 'e': 0.8771026976404284}",25,0,-93.18849386474709,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
502,False,"{'a': 0.5, 'e': 0.8766219562878595}",20,0,-207.89218922106986,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 4}",0
503,False,"{'a': 0.5, 'e': 0.8761403383134074}",30,0,-150.4345172159458,"{0: 20, 1: 4, 2: 3, 3: 0, 4: 3}",0
504,False,"{'a': 0.5, 'e': 0.87565784419869}",25,0,-73.67275509674005,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
505,False,"{'a': 0.5, 'e': 0.8751744744262013}",30,0,-158.71796982925062,"{0: 14, 1: 5, 2: 9, 3: 1, 4: 1}",0
506,False,"{'a': 0.5, 'e': 0.8746902294793112}",20,0,-77.7194828000422,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
507,False,"{'a': 0.5, 'e': 0.8742051098422645}",25,0,-96.5647584352286,"{0: 13, 1: 4, 2: 7, 3: 1, 4: 0}",0
508,False,"{'a': 0.5, 'e': 0.8737191160001807}",20,0,-80.1075057116132,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
509,False,"{'a': 0.5, 'e': 0.8732322484390539}",20,0,-74.37621756946649,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
510,False,"{'a': 0.5, 'e': 0.8727445076457513}",20,0,-110.15452412244716,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
511,False,"{'a': 0.5, 'e': 0.8722558941080137}",20,0,-129.31765097987596,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
512,False,"{'a': 0.5, 'e': 0.8717664083144548}",20,2,-84.05022728708886,"{0: 10, 1: 2, 2: 3, 3: 3, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.8712760507545603}",25,0,-69.60960258626402,"{0: 18, 1: 0, 2: 5, 3: 2, 4: 0}",0
514,False,"{'a': 0.5, 'e': 0.8707848219186876}",25,0,-195.75385851596462,"{0: 12, 1: 4, 2: 5, 3: 1, 4: 3}",0
515,False,"{'a': 0.5, 'e': 0.8702927222980654}",25,0,-98.83634770010747,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
516,False,"{'a': 0.5, 'e': 0.8697997523847936}",25,0,-53.08253920591751,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
517,False,"{'a': 0.5, 'e': 0.8693059126718419}",20,0,-41.55275728052298,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
518,False,"{'a': 0.5, 'e': 0.8688112036530499}",20,0,-114.21795991759588,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
519,False,"{'a': 0.5, 'e': 0.8683156258231266}",20,0,-82.79144133052027,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
520,False,"{'a': 0.5, 'e': 0.8678191796776499}",20,0,-97.8518492753368,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
521,False,"{'a': 0.5, 'e': 0.8673218657130658}",30,0,-114.4641788864453,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",0
522,False,"{'a': 0.5, 'e': 0.8668236844266883}",25,0,-68.03515123379927,"{0: 16, 1: 6, 2: 2, 3: 0, 4: 1}",0
523,False,"{'a': 0.5, 'e': 0.8663246363166986}",20,0,-120.14684676570442,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
524,False,"{'a': 0.5, 'e': 0.8658247218821448}",25,0,-19.23407293759132,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
525,False,"{'a': 0.5, 'e': 0.8653239416229412}",25,0,-143.98608524664186,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",1
526,False,"{'a': 0.5, 'e': 0.8648222960398683}",35,0,-107.93419177942087,"{0: 23, 1: 3, 2: 8, 3: 0, 4: 1}",0
527,False,"{'a': 0.5, 'e': 0.8643197856345712}",30,0,-213.83036784385058,"{0: 15, 1: 3, 2: 8, 3: 1, 4: 3}",0
528,False,"{'a': 0.5, 'e': 0.8638164109095605}",25,0,-120.81651437207898,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
529,False,"{'a': 0.5, 'e': 0.863312172368211}",20,0,-62.664452657895694,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
530,False,"{'a': 0.5, 'e': 0.862807070514761}",30,1,-93.93257792352722,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 1}",1
531,False,"{'a': 0.5, 'e': 0.8623011058543124}",25,0,-157.6346706762867,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
532,False,"{'a': 0.5, 'e': 0.8617942788928298}",30,10,-102.50098356210282,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",1
533,False,"{'a': 0.5, 'e': 0.8612865901371402}",30,0,-170.91112534137352,"{0: 20, 1: 0, 2: 6, 3: 1, 4: 3}",0
534,False,"{'a': 0.5, 'e': 0.8607780400949321}",25,0,-141.79280220974152,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
535,False,"{'a': 0.5, 'e': 0.8602686292747557}",30,0,-216.21190609201682,"{0: 16, 1: 4, 2: 6, 3: 0, 4: 4}",0
536,False,"{'a': 0.5, 'e': 0.8597583581860218}",20,0,-79.47371234576157,"{0: 9, 1: 5, 2: 5, 3: 1, 4: 0}",0
537,False,"{'a': 0.5, 'e': 0.8592472273390012}",20,0,-118.85846365879613,"{0: 13, 1: 0, 2: 3, 3: 3, 4: 1}",0
538,False,"{'a': 0.5, 'e': 0.8587352372448249}",20,0,-58.16595888077762,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",1
539,False,"{'a': 0.5, 'e': 0.8582223884154829}",25,0,-16.991210523047013,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
540,False,"{'a': 0.5, 'e': 0.8577086813638242}",20,0,-139.0337300336243,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
541,False,"{'a': 0.5, 'e': 0.8571941166035554}",25,0,-63.73057354639166,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
542,False,"{'a': 0.5, 'e': 0.8566786946492415}",20,0,-200.37699750534222,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
543,False,"{'a': 0.5, 'e': 0.8561624160163044}",25,4,-153.04897205064827,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 3}",1
544,False,"{'a': 0.5, 'e': 0.8556452812210225}",30,0,-90.65989955383702,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
545,False,"{'a': 0.5, 'e': 0.8551272907805307}",25,12,-18.840341446424524,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.8546084452128195}",25,0,-163.6004728250614,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
547,False,"{'a': 0.5, 'e': 0.8540887450367343}",25,0,-92.13057924199619,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",1
548,False,"{'a': 0.5, 'e': 0.8535681907719751}",30,0,-160.36288580951265,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
549,False,"{'a': 0.5, 'e': 0.8530467829390963}",20,0,-41.10382985918735,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
550,False,"{'a': 0.5, 'e': 0.8525245220595057}",25,0,-137.69995477669752,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
551,False,"{'a': 0.5, 'e': 0.852001408655464}",20,0,-57.560228070493714,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
552,False,"{'a': 0.5, 'e': 0.8514774432500848}",35,1,-115.49622951596608,"{0: 24, 1: 1, 2: 6, 3: 2, 4: 1}",1
553,False,"{'a': 0.5, 'e': 0.8509526263673333}",25,0,-66.78889712252001,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
554,False,"{'a': 0.5, 'e': 0.8504269585320262}",25,0,-97.66805105376324,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
555,False,"{'a': 0.5, 'e': 0.8499004402698315}",25,0,-115.64648978779894,"{0: 16, 1: 3, 2: 2, 3: 3, 4: 1}",0
556,False,"{'a': 0.5, 'e': 0.8493730721072673}",30,20,-16.712509246354017,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.8488448545717019}",20,11,-20.23248784363281,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.8483157881913526}",20,0,-143.81716151745803,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
559,False,"{'a': 0.5, 'e': 0.8477858734952858}",20,0,-64.05185229363872,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
560,False,"{'a': 0.5, 'e': 0.8472551110134161}",25,0,-71.34154238034039,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
561,False,"{'a': 0.5, 'e': 0.8467235012765061}",25,0,-150.33153920663204,"{0: 14, 1: 2, 2: 4, 3: 4, 4: 1}",0
562,False,"{'a': 0.5, 'e': 0.8461910448161652}",25,0,-128.92093908520357,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
563,False,"{'a': 0.5, 'e': 0.8456577421648502}",20,3,-55.762886802472025,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
564,False,"{'a': 0.5, 'e': 0.8451235938558634}",25,0,-211.00052467707067,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",0
565,False,"{'a': 0.5, 'e': 0.8445886004233533}",25,1,-80.10529716395102,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.844052762402313}",25,0,-132.02196283322453,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
567,False,"{'a': 0.5, 'e': 0.8435160803285807}",35,0,-206.7990979052917,"{0: 20, 1: 3, 2: 9, 3: 0, 4: 3}",0
568,False,"{'a': 0.5, 'e': 0.8429785547388383}",30,0,-92.37093455948592,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
569,False,"{'a': 0.5, 'e': 0.8424401861706114}",30,0,-105.21916347666108,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
570,False,"{'a': 0.5, 'e': 0.8419009751622687}",20,0,-163.0544910118425,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 3}",0
571,False,"{'a': 0.5, 'e': 0.841360922253021}",30,0,-109.80664770082292,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
572,False,"{'a': 0.5, 'e': 0.840820027982921}",25,0,-58.947102999999196,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
573,False,"{'a': 0.5, 'e': 0.8402782928928632}",30,0,-100.07530542778548,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",0
574,False,"{'a': 0.5, 'e': 0.8397357175245824}",20,0,-133.8460710042309,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
575,False,"{'a': 0.5, 'e': 0.8391923024206541}",20,0,-39.824566227932735,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
576,False,"{'a': 0.5, 'e': 0.8386480481244933}",20,6,-4.29075845359214,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
577,False,"{'a': 0.5, 'e': 0.8381029551803544}",25,0,-209.97553402118155,"{0: 13, 1: 1, 2: 6, 3: 2, 4: 3}",0
578,False,"{'a': 0.5, 'e': 0.8375570241333301}",35,0,-129.95530847533476,"{0: 19, 1: 6, 2: 8, 3: 2, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.8370102555293514}",25,0,-190.30378022358488,"{0: 14, 1: 2, 2: 4, 3: 2, 4: 3}",0
580,False,"{'a': 0.5, 'e': 0.8364626499151869}",25,0,-105.72327483861045,"{0: 15, 1: 1, 2: 6, 3: 3, 4: 0}",0
581,False,"{'a': 0.5, 'e': 0.8359142078384423}",25,0,-64.84281686268649,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
582,False,"{'a': 0.5, 'e': 0.8353649298475595}",25,0,-135.17671396878094,"{0: 13, 1: 5, 2: 4, 3: 2, 4: 1}",0
583,False,"{'a': 0.5, 'e': 0.8348148164918164}",25,0,-116.02446768295827,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
584,False,"{'a': 0.5, 'e': 0.8342638683213264}",25,0,-108.5474782515721,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
585,False,"{'a': 0.5, 'e': 0.8337120858870376}",20,0,-163.85233015618607,"{0: 10, 1: 0, 2: 6, 3: 2, 4: 2}",1
586,False,"{'a': 0.5, 'e': 0.8331594697407324}",25,10,-21.615614623993565,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.8326060204350269}",30,0,-137.52911405815746,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
588,False,"{'a': 0.5, 'e': 0.8320517385233703}",30,0,-100.1608951587949,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",1
589,False,"{'a': 0.5, 'e': 0.8314966245600446}",30,18,-87.82219400076369,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 2}",1
590,False,"{'a': 0.5, 'e': 0.8309406791001636}",25,0,-113.64012933039866,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
591,False,"{'a': 0.5, 'e': 0.8303839026996727}",25,0,-100.58588116831848,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
592,False,"{'a': 0.5, 'e': 0.8298262959153483}",25,0,-80.19429070639544,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
593,False,"{'a': 0.5, 'e': 0.8292678593047971}",20,0,-64.49664447106856,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
594,False,"{'a': 0.5, 'e': 0.8287085934264558}",20,11,-44.94790152704452,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 1}",1
595,False,"{'a': 0.5, 'e': 0.8281484988395901}",30,6,-183.39633917383972,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 4}",1
596,False,"{'a': 0.5, 'e': 0.8275875761042946}",25,5,-80.78609778127098,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",1
597,False,"{'a': 0.5, 'e': 0.8270258257814919}",20,12,-20.02069726756862,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.8264632484329323}",20,4,-105.92864127040272,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 2}",1
599,False,"{'a': 0.5, 'e': 0.8258998446211933}",20,0,-140.52563295635008,"{0: 12, 1: 3, 2: 0, 3: 3, 4: 2}",0
