trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1146,False,"{'a': 0.5, 'e': 0.4121352190138885}",20,11,2.0763510356918617,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1147,False,"{'a': 0.5, 'e': 0.41122389040539764}",30,0,-37.8704816947036,"{0: 24, 1: 0, 2: 4, 3: 2, 4: 0}",0
1148,False,"{'a': 0.5, 'e': 0.4103121505730504}",35,17,-19.634705259616762,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
1149,False,"{'a': 0.5, 'e': 0.40940000042858704}",20,0,-20.118211412110718,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
1150,False,"{'a': 0.5, 'e': 0.40848744088415717}",20,0,-19.095514275059358,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
1151,False,"{'a': 0.5, 'e': 0.4075744728523206}",30,3,-9.833649320541449,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 0}",1
1152,False,"{'a': 0.5, 'e': 0.40666109724604504}",20,0,-4.301069410556124,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1153,False,"{'a': 0.5, 'e': 0.40574731497870625}",20,14,11.137168600617535,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.5, 'e': 0.4048331269640863}",30,18,-16.25799314444483,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1155,False,"{'a': 0.5, 'e': 0.40391853411637296}",20,7,-40.77279048222521,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
1156,False,"{'a': 0.5, 'e': 0.4030035373501593}",25,10,0.42718401902020275,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1157,False,"{'a': 0.5, 'e': 0.40208813758044176}",25,14,5.335863719018694,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1158,False,"{'a': 0.5, 'e': 0.4011723357226203}",20,0,-47.51058516698329,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
1159,False,"{'a': 0.5, 'e': 0.4002561326924963}",20,2,-22.203313293454112,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
1160,False,"{'a': 0.5, 'e': 0.3993395294062732}",25,0,23.500479165662924,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1161,False,"{'a': 0.5, 'e': 0.3984225267805538}",25,14,14.138101056753499,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.5, 'e': 0.397505125732341}",25,0,-16.177538199721244,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
1163,False,"{'a': 0.5, 'e': 0.3965873271790354}",20,0,-4.966140090967304,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1164,False,"{'a': 0.5, 'e': 0.39566913203843584}",20,0,1.6583736869092878,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1165,False,"{'a': 0.5, 'e': 0.39475054122873704}",20,16,6.42592660460817,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1166,False,"{'a': 0.5, 'e': 0.3938315556685301}",20,9,-18.74421683239642,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1167,False,"{'a': 0.5, 'e': 0.39291217627680014}",35,21,19.571561902991846,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.5, 'e': 0.39199240397292684}",25,10,10.250715881684444,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1169,False,"{'a': 0.5, 'e': 0.391072239676682}",20,0,0.00902538298921396,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1170,False,"{'a': 0.5, 'e': 0.3901516843082303}",30,10,9.497025062540207,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
1171,False,"{'a': 0.5, 'e': 0.3892307387881266}",20,12,-15.408654313720875,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
1172,False,"{'a': 0.5, 'e': 0.38830940403731673}",25,13,8.894482782549497,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1173,False,"{'a': 0.5, 'e': 0.387387680977135}",25,0,-18.399761246230977,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",1
1174,False,"{'a': 0.5, 'e': 0.38646557052930475}",20,0,-148.6451882483934,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 3}",0
1175,False,"{'a': 0.5, 'e': 0.385543073615936}",25,8,-11.1653088925943,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1176,False,"{'a': 0.5, 'e': 0.38462019115952595}",20,13,-20.02318117813927,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
1177,False,"{'a': 0.5, 'e': 0.3836969240829566}",25,11,-9.466785583797495,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1178,False,"{'a': 0.5, 'e': 0.38277327330949534}",20,3,-52.88697840355832,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 1}",1
1179,False,"{'a': 0.5, 'e': 0.38184923976279245}",25,0,8.00655397242988,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",1
1180,False,"{'a': 0.5, 'e': 0.38092482436688185}",20,10,0.6968365652138155,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1181,False,"{'a': 0.5, 'e': 0.3800000280461784}",35,24,-1.4246116328474168,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1182,False,"{'a': 0.5, 'e': 0.3790748517254788}",20,1,-35.57843791173708,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
1183,False,"{'a': 0.5, 'e': 0.3781492963299588}",20,6,1.3428597449426862,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.5, 'e': 0.37722336278517427}",35,15,-8.151561909897126,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1185,False,"{'a': 0.5, 'e': 0.3762970520170581}",30,13,-0.41392990059166435,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
1186,False,"{'a': 0.5, 'e': 0.37537036495192155}",25,0,-18.91503032978261,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
1187,False,"{'a': 0.5, 'e': 0.3744433025164511}",30,0,-53.83418149391465,"{0: 23, 1: 4, 2: 2, 3: 0, 4: 1}",0
1188,False,"{'a': 0.5, 'e': 0.37351586563770955}",30,23,3.8478171764767146,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1189,False,"{'a': 0.5, 'e': 0.37258805524313326}",30,21,7.569563409379131,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1190,False,"{'a': 0.5, 'e': 0.371659872260533}",35,21,-2.8351047938194536,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
1191,False,"{'a': 0.5, 'e': 0.37073131761809125}",20,0,-29.234852333732324,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
1192,False,"{'a': 0.5, 'e': 0.36980239224436295}",20,3,26.62091233195085,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'a': 0.5, 'e': 0.36887309706827304}",25,0,6.711001153353247,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
1194,False,"{'a': 0.5, 'e': 0.36794343301911697}",20,4,-21.420414704849772,"{0: 12, 1: 3, 2: 0, 3: 1, 4: 0}",1
1195,False,"{'a': 0.5, 'e': 0.3670134010265584}",30,5,18.730759982034947,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
1196,False,"{'a': 0.5, 'e': 0.36608300202062954}",20,5,14.606456323092932,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1197,False,"{'a': 0.5, 'e': 0.365152236931729}",25,13,-5.963962543624195,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1198,False,"{'a': 0.5, 'e': 0.36422110669062213}",30,2,-22.412055911165588,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 0}",1
1199,False,"{'a': 0.5, 'e': 0.36328961222843875}",25,5,-59.81826850605383,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
1200,False,"{'a': 0.5, 'e': 0.3623577544766736}",20,9,-22.558304430702503,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1201,False,"{'a': 0.5, 'e': 0.361425534367184}",20,10,5.578550475888165,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1202,False,"{'a': 0.5, 'e': 0.3604929528321903}",20,12,-8.323850305774869,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1203,False,"{'a': 0.5, 'e': 0.35956001080427363}",20,0,-0.7168893485432328,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
1204,False,"{'a': 0.5, 'e': 0.35862670921637635}",20,7,-12.917309848372547,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
1205,False,"{'a': 0.5, 'e': 0.3576930490017995}",25,17,5.598558608076843,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1206,False,"{'a': 0.5, 'e': 0.35675903109420365}",20,0,-3.5263108290330414,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1207,False,"{'a': 0.5, 'e': 0.35582465642760625}",25,5,10.201335746938337,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.5, 'e': 0.3548899259363823}",30,0,-64.09040143303577,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 2}",0
1209,False,"{'a': 0.5, 'e': 0.3539548405552618}",25,4,-70.32841432835234,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 2}",1
1210,False,"{'a': 0.5, 'e': 0.3530194012193304}",20,0,-7.990321393040801,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
1211,False,"{'a': 0.5, 'e': 0.35208360886402695}",20,6,16.049951180973544,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1212,False,"{'a': 0.5, 'e': 0.3511474644251443}",25,7,4.143622015898142,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1213,False,"{'a': 0.5, 'e': 0.3502109688388262}",30,12,-11.526873550549308,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
1214,False,"{'a': 0.5, 'e': 0.34927412304156863}",25,15,10.092246781206786,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.5, 'e': 0.348336927970217}",25,15,-23.151362740585686,"{0: 8, 1: 0, 2: 0, 3: 2, 4: 0}",1
1216,False,"{'a': 0.5, 'e': 0.34739938456196656}",35,0,20.55079610927305,"{0: 32, 1: 0, 2: 3, 3: 0, 4: 0}",0
1217,False,"{'a': 0.5, 'e': 0.3464614937543603}",30,3,-8.794693388639796,"{0: 23, 1: 1, 2: 2, 3: 1, 4: 0}",1
1218,False,"{'a': 0.5, 'e': 0.3455232564852894}",20,5,-18.133482879133968,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
1219,False,"{'a': 0.5, 'e': 0.3445846736929906}",20,2,-66.82772301861603,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 2}",1
1220,False,"{'a': 0.5, 'e': 0.34364574631604705}",25,15,-36.73158231702654,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1221,False,"{'a': 0.5, 'e': 0.3427064752933856}",25,4,-3.249033276175192,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
1222,False,"{'a': 0.5, 'e': 0.3417668615642776}",25,11,11.418781541308125,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1223,False,"{'a': 0.5, 'e': 0.3408269060683363}",25,13,2.088832728826997,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1224,False,"{'a': 0.5, 'e': 0.3398866097455176}",30,19,15.035792169974702,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.5, 'e': 0.3389459735361172}",20,0,12.790551112204621,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1226,False,"{'a': 0.5, 'e': 0.33800499838077175}",20,14,9.66403313013862,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.5, 'e': 0.3370636852204559}",20,0,18.5272848086716,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1228,False,"{'a': 0.5, 'e': 0.3361220349964831}",20,13,9.020049568625717,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.5, 'e': 0.3351800486505031}",20,0,-26.97782417741424,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
1230,False,"{'a': 0.5, 'e': 0.3342377271245026}",30,12,10.385296014389636,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.5, 'e': 0.3332950713608026}",20,14,-1.6976937501001932,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1232,False,"{'a': 0.5, 'e': 0.33235208230205926}",20,8,4.1471802201676375,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1233,False,"{'a': 0.5, 'e': 0.3314087608912611}",20,4,-59.472930853790984,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
1234,False,"{'a': 0.5, 'e': 0.33046510807172985}",30,8,18.318036363751588,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1235,False,"{'a': 0.5, 'e': 0.32952112478711787}",25,16,-34.08024921893645,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
1236,False,"{'a': 0.5, 'e': 0.3285768119814088}",20,3,-15.611383288645682,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
1237,False,"{'a': 0.5, 'e': 0.32763217059891486}",25,11,-34.78653404534778,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
1238,False,"{'a': 0.5, 'e': 0.3266872015842779}",20,8,0.005421770645345436,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1239,False,"{'a': 0.5, 'e': 0.3257419058824663}",20,16,7.967614450263069,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.5, 'e': 0.32479628443877623}",25,0,-22.405421272328287,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
1241,False,"{'a': 0.5, 'e': 0.3238503381988286}",20,14,-31.56765984790605,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1242,False,"{'a': 0.5, 'e': 0.3229040681085699}",25,7,-29.941054339437876,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
1243,False,"{'a': 0.5, 'e': 0.3219574751142698}",25,17,-6.987426645006536,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1244,False,"{'a': 0.5, 'e': 0.32101056016252166}",25,18,3.01523970538455,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1245,False,"{'a': 0.5, 'e': 0.32006332420023986}",20,13,0.7711704794711145,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1246,False,"{'a': 0.5, 'e': 0.31911576817466075}",25,0,-35.73150567474008,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
1247,False,"{'a': 0.5, 'e': 0.31816789303333987}",20,0,-22.780545006881002,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1248,False,"{'a': 0.5, 'e': 0.3172196997241527}",25,16,-6.857679344167101,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1249,False,"{'a': 0.5, 'e': 0.316271189195292}",25,3,-60.738628396103664,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 1}",1
1250,False,"{'a': 0.5, 'e': 0.3153223623952687}",25,20,11.062330577450126,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.5, 'e': 0.314373220272909}",25,14,14.222908803251027,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.5, 'e': 0.3134237637773555}",25,14,5.154570355553987,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1253,False,"{'a': 0.5, 'e': 0.3124739938580641}",25,0,-35.094929806454914,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
1254,False,"{'a': 0.5, 'e': 0.3115239114648051}",20,0,19.997777829171067,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
1255,False,"{'a': 0.5, 'e': 0.3105735175476604}",25,11,11.783363347673987,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.5, 'e': 0.3096228130570242}",25,8,8.836731099945009,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1257,False,"{'a': 0.5, 'e': 0.3086717989436006}",20,15,9.720296736487613,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.5, 'e': 0.3077204761584039}",25,15,11.489301758191852,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.5, 'e': 0.3067688456527566}",25,8,17.579581911239167,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1260,False,"{'a': 0.5, 'e': 0.30581690837828934}",25,0,0.052151930916799705,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
1261,False,"{'a': 0.5, 'e': 0.30486466528693895}",20,16,6.498333118686157,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.5, 'e': 0.3039121173309489}",25,10,9.378538157920387,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1263,False,"{'a': 0.5, 'e': 0.3029592654628667}",20,12,12.145606383149556,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.5, 'e': 0.30200611063554444}",20,15,1.7077749081272517,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.5, 'e': 0.3010526538021365}",20,6,-40.36027031286177,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 1}",1
1266,False,"{'a': 0.5, 'e': 0.3000988959161001}",30,15,-17.40505188347746,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
1267,False,"{'a': 0.5, 'e': 0.29914483793119256}",30,20,14.10911295920106,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.5, 'e': 0.2981904808014722}",25,0,-12.915054970496804,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
1269,False,"{'a': 0.5, 'e': 0.29723582548129573}",20,1,-18.780791497353253,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 0}",1
1270,False,"{'a': 0.5, 'e': 0.29628087292531874}",25,11,10.67428275415186,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.5, 'e': 0.2953256240884933}",30,16,-30.40987755877811,"{0: 9, 1: 3, 2: 1, 3: 1, 4: 0}",1
1272,False,"{'a': 0.5, 'e': 0.29437007992606856}",30,19,6.108915544622112,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.5, 'e': 0.29341424139358824}",30,21,15.40569166852609,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.5, 'e': 0.29245810944689116}",30,21,18.438400772195504,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
